MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,YrSold,MSZoning_RL,MSZoning_RM,LotShape_Reg,LandContour_Other,LotConfig_CulDSac,LotConfig_Other,Neighborhood_Edwards,Neighborhood_NridgHt,Neighborhood_Other,Neighborhood_Somerst,Condition1_Norm,HouseStyle_1Story,HouseStyle_2Story,RoofStyle_Hip,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_Plywood,Exterior2nd_Plywood,Exterior2nd_VinylSd,ExterQual_Other,ExterQual_TA,Foundation_PConc,BsmtQual_Gd,BsmtQual_Other,BsmtQual_TA,BsmtCond_TA,BsmtExposure_Gd,BsmtExposure_No,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_Unf,HeatingQC_Gd,HeatingQC_TA,KitchenQual_Gd,KitchenQual_Other,KitchenQual_TA,Functional_Typ,GarageType_Detchd,GarageType_None,GarageType_Other,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf,GarageQual_TA,SaleType_WD,SaleCondition_Normal,SaleCondition_Partial,SalePrice
20,13286,9,5,2007,2008,340.0,1234,0,1698,5.627309035751868,0,0,1,0,2,0,3,1,8,1,3,327,64,0,0,0,0,2,2009,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,320000
20,6960,4,6,1970,1970,0.0,375,239,864,5.241204202582525,0,0,0,0,1,0,3,1,5,0,2,96,0,0,0,0,500,11,2009,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,120500
20,21695,6,9,1988,2007,260.0,808,0,880,5.621376963136383,0,0,1,0,2,0,3,1,5,1,2,292,44,0,182,0,0,12,2009,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,222000
20,7314,7,5,2007,2007,82.0,724,0,1232,5.446536999673976,0,0,1,0,2,0,2,1,6,0,2,132,0,0,0,0,0,2,2009,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,194500
90,11475,5,5,1958,1958,95.0,0,0,1584,5.652253617705425,0,0,1,0,2,0,4,2,9,0,3,0,25,0,0,0,0,7,2009,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,110000
30,6240,4,5,1925,1950,0.0,152,0,780,5.230227114071073,0,360,0,0,1,0,2,1,5,0,2,0,23,112,0,0,0,1,2009,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,103000
120,5389,8,5,1995,1996,0.0,1180,0,1595,5.599715673573208,0,0,1,0,2,0,2,1,5,1,2,237,152,0,0,0,0,3,2010,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,236500
80,9590,7,5,2003,2003,442.0,786,0,868,5.405126943856163,0,0,1,0,2,0,3,1,6,1,2,160,22,0,0,0,0,5,2007,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,187500
60,11404,7,5,1998,1999,202.0,252,0,1153,5.408620953073432,878,0,0,0,2,1,3,1,8,1,2,192,84,0,0,0,0,7,2008,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,222500
20,10000,5,6,1961,1983,0.0,594,0,864,5.404124425347303,0,0,1,0,1,0,3,1,6,1,1,165,0,0,0,0,400,3,2009,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,131400
20,8978,5,5,1968,1968,0.0,0,0,948,5.2954521716813785,0,0,0,0,1,0,3,1,6,0,1,147,0,0,0,0,0,5,2007,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,108000
75,10800,7,7,1914,1970,0.0,390,0,880,5.251964143960784,888,0,0,0,1,1,2,1,6,2,2,0,341,0,0,0,0,10,2006,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,163000
90,8544,3,4,1950,1950,0.0,0,0,0,5.349212138787681,0,0,0,0,2,0,2,2,6,0,2,0,0,0,0,0,0,7,2006,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,93500
60,10463,8,5,2005,2005,0.0,0,0,893,5.265770591211917,900,0,0,0,2,1,3,1,8,1,3,0,116,0,0,0,0,6,2006,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,239900
90,10800,5,5,1987,1988,0.0,1200,0,1200,5.431503761318514,0,0,3,0,3,0,3,1,5,0,0,120,0,0,0,0,0,3,2009,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,179000
60,9313,7,5,2004,2004,0.0,0,0,864,5.241204202582525,864,0,0,0,2,1,3,1,7,0,2,187,56,0,0,0,0,4,2009,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,190000
70,9600,5,7,1910,2002,0.0,0,0,264,5.171764344620551,664,0,0,0,2,0,2,1,7,0,2,270,0,112,0,0,0,5,2007,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,132000
20,6768,6,8,1961,1996,0.0,832,0,912,5.272864656323175,0,0,1,1,1,0,3,1,5,0,1,168,0,0,0,0,0,5,2008,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,142000
20,8450,7,5,2000,2001,108.0,0,0,1349,5.498123251566766,0,0,0,0,2,0,3,1,6,0,2,120,55,0,0,0,0,12,2007,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,179000
80,12886,5,6,1963,1999,0.0,444,0,520,5.544324633620816,0,0,0,1,2,0,3,1,6,1,2,302,0,0,0,100,0,10,2009,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,175000
120,5395,8,5,1993,1993,0.0,733,0,1337,5.493058997387177,0,0,1,0,2,0,2,1,5,1,2,96,0,70,168,0,0,10,2008,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,180000
60,8963,8,9,1976,1996,289.0,575,80,1142,5.419454945125668,1540,0,0,1,3,1,4,1,11,2,2,0,204,0,0,0,0,7,2008,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,299800
60,8795,7,5,2000,2000,0.0,300,0,952,5.314766359068089,1276,0,0,0,2,1,4,1,8,1,2,224,54,0,0,0,0,4,2009,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,236000
70,11700,7,7,1880,2003,0.0,0,0,1240,5.485800066183258,1320,0,0,0,1,1,4,1,8,1,4,181,0,386,0,0,0,5,2009,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,265979
20,10593,7,5,1996,1996,338.0,919,0,1720,5.6344678866090945,0,0,1,0,2,0,3,1,7,1,2,240,56,154,0,0,0,3,2010,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,260400
50,8405,4,3,1945,1950,0.0,0,0,0,5.375259389170035,441,0,0,0,2,0,4,1,9,0,1,92,0,185,0,0,0,4,2009,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,98000
50,8800,4,7,1910,2004,0.0,0,0,576,5.189968268473695,348,0,0,0,1,0,3,1,7,0,0,0,160,0,0,0,0,6,2010,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,96500
60,7750,7,5,2003,2003,0.0,0,0,660,5.081463202540787,660,0,0,0,2,1,3,1,6,0,2,0,48,0,0,0,0,8,2007,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,162000
20,9236,6,5,1997,1997,0.0,1200,0,1479,5.555734336926232,0,0,1,0,2,0,3,1,6,0,2,168,27,0,0,0,0,7,2006,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,217000
60,10240,8,5,2005,2005,178.0,0,0,1030,5.348098848836527,1060,0,0,0,2,1,3,1,8,1,3,192,52,0,0,0,0,3,2006,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,275500
20,7930,6,8,1969,2005,0.0,439,472,1026,5.3413701333381,0,0,1,0,1,0,3,1,5,0,2,171,48,0,0,0,0,7,2009,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,156000
160,3230,6,5,1999,1999,894.0,381,0,729,5.151337571472583,729,0,0,0,2,1,3,1,6,0,2,0,24,0,0,0,0,3,2009,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,172500
60,10769,8,5,2007,2007,0.0,20,0,866,5.24256089935314,902,0,0,0,2,1,3,1,7,0,2,144,105,0,0,0,0,4,2009,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,212000
60,11616,6,5,1978,1978,328.0,438,0,672,5.092256139238579,714,0,0,0,2,1,3,1,6,1,2,335,0,0,0,0,0,4,2010,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,158900
160,2280,7,5,1999,1999,360.0,549,0,744,5.163214699269033,744,0,0,0,2,1,3,1,6,0,2,0,0,0,0,0,0,8,2008,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,179400
60,12257,8,5,1995,1995,513.0,56,64,1318,5.4892285201356055,1203,0,0,0,2,1,4,1,9,1,3,222,98,0,0,0,0,11,2007,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,290000
20,9100,6,6,1959,1959,0.0,612,0,864,5.241204202582525,0,0,0,0,1,0,2,1,5,0,1,0,0,0,0,0,450,10,2009,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,127500
30,6911,5,5,1924,1950,0.0,405,0,1145,5.477566825289344,0,0,0,0,1,0,2,1,5,0,2,0,0,0,0,0,0,10,2009,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,100000
60,8640,7,5,2009,2009,0.0,24,0,756,5.168670757477704,783,0,0,0,2,1,3,1,7,0,2,169,45,0,0,0,0,6,2010,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,215200
60,9430,8,5,1999,1999,673.0,1163,0,1252,5.462953858246063,1097,0,1,0,2,1,3,1,8,1,3,0,128,0,0,180,0,7,2009,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,337000
120,9549,8,5,1995,1996,0.0,437,1057,1494,5.555734336926232,0,0,1,0,1,1,2,1,6,1,2,0,30,0,0,216,0,4,2006,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,270000
20,14587,9,5,2008,2008,284.0,0,0,1498,5.560229179240181,0,0,0,0,2,0,2,1,6,1,2,0,174,0,0,0,0,8,2008,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,264132
60,10421,7,5,1988,1988,42.0,394,0,980,5.314766359068089,734,0,0,0,2,1,3,1,7,1,2,228,66,156,0,0,500,3,2010,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,196500
50,12508,6,7,1940,1985,0.0,660,0,983,5.316542077753826,767,0,1,0,2,0,4,1,7,0,1,245,0,156,0,0,1300,7,2008,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,160000
20,9100,7,5,2004,2005,0.0,24,0,1860,5.670650499573178,0,0,0,0,2,0,3,1,8,1,2,120,33,0,0,0,0,10,2006,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,216837
60,53504,8,5,2003,2003,603.0,1416,0,1650,5.624680975737074,1589,0,1,0,3,1,4,1,12,1,3,503,36,0,0,210,0,6,2010,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,538000
85,7252,5,5,1982,1982,0.0,685,0,858,5.2371136927447655,0,0,1,0,1,0,2,1,5,0,2,120,0,0,0,0,0,4,2009,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,134900
20,8877,4,5,1951,1951,0.0,836,0,836,5.440949438392154,0,0,0,0,1,0,2,1,6,0,2,0,0,0,0,0,0,4,2006,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,102000
80,7819,6,5,1976,1976,0.0,422,127,1029,5.390402329632643,0,0,1,0,1,0,3,1,6,1,2,144,0,0,0,0,0,3,2010,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,107000
20,10150,5,5,1958,1958,1.0,456,0,912,5.272864656323175,0,0,0,0,1,0,2,1,5,0,1,0,0,0,0,0,0,7,2007,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,114500
20,14226,8,5,2006,2006,375.0,0,0,1935,5.710332860720093,0,0,0,0,2,0,3,1,9,1,3,315,45,0,0,0,0,7,2007,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,395000
120,4500,6,5,1998,1998,320.0,866,0,1204,5.4334064181359345,0,0,1,0,2,0,2,1,5,0,2,0,247,0,0,0,0,6,2009,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,162000
20,11210,7,5,2005,2006,240.0,20,0,1614,5.599023921655165,0,0,0,0,2,0,3,1,7,0,3,144,59,0,0,0,0,7,2006,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,221500
20,13350,5,5,1974,1974,0.0,762,0,864,5.261207365230842,0,0,1,0,1,0,3,1,5,1,2,241,0,0,0,0,0,6,2006,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,142500
90,8400,5,5,1977,1977,320.0,0,0,0,5.723265396477068,0,0,0,0,2,0,4,2,10,2,2,0,0,0,0,0,0,10,2007,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,144000
90,10530,6,5,1977,1977,90.0,975,0,975,5.328810715664147,0,0,1,0,1,0,2,1,4,0,2,0,0,0,0,0,0,5,2006,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,135000
20,7875,7,5,1995,1996,38.0,0,0,1237,5.456175388274899,0,0,0,0,2,0,3,1,6,1,2,220,21,0,0,0,0,6,2007,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,176000
60,7153,6,5,1992,1992,0.0,387,0,761,5.203234906223262,793,0,0,0,2,1,3,1,7,0,2,0,124,0,0,0,0,7,2006,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,175900
20,16285,7,5,2001,2002,0.0,0,0,1413,5.531084686729517,0,0,0,0,2,0,3,1,6,0,2,0,33,0,0,0,0,6,2009,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,187100
85,9101,5,6,1978,1978,104.0,1097,0,1097,5.386786297661401,0,0,1,0,1,0,1,1,4,1,2,303,30,0,0,0,0,7,2009,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,165500
75,6300,6,6,1914,2001,0.0,0,0,742,5.151337571472583,742,0,0,0,2,0,3,1,9,1,0,0,291,134,0,0,0,6,2008,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,128000
20,9790,6,5,1967,1967,0.0,251,630,1372,5.495175039046748,0,0,0,0,2,0,3,1,7,1,2,0,0,0,0,197,0,9,2009,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,161500
50,10800,5,6,1915,1950,0.0,686,0,686,5.306401392339213,686,0,1,0,2,0,4,1,7,0,1,0,0,196,0,0,1200,6,2010,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,139000
60,10142,7,5,2004,2004,0.0,656,0,956,5.3003459414065395,1128,0,1,0,2,1,4,1,8,0,2,0,45,0,0,0,0,1,2010,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,233000
20,6000,4,7,1954,2000,0.0,0,0,901,5.265770591211917,0,0,0,0,1,0,2,1,4,0,1,0,0,0,0,0,0,8,2008,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,107900
60,12205,6,8,1966,2007,157.0,568,0,832,5.312389590177764,1111,0,0,0,2,1,5,1,9,0,2,133,168,0,0,0,0,7,2007,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,187500
120,3182,7,5,2005,2006,11.0,16,0,1145,5.404625920747876,0,0,0,0,2,0,2,1,5,1,2,100,16,0,0,0,0,9,2009,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,160200
80,11333,6,5,1976,1976,0.0,539,0,1029,5.361308041613106,0,0,1,0,1,0,3,1,5,2,2,120,0,0,0,0,0,5,2007,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,146800
60,9920,7,5,1996,1997,0.0,862,0,1117,5.395525901733247,886,0,1,0,2,1,3,1,8,1,2,180,130,0,0,0,0,6,2007,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,269790
20,9158,8,5,2007,2007,140.0,0,0,1496,5.556486176296245,0,0,0,0,2,0,3,1,7,0,2,168,130,0,0,0,0,6,2007,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,225000
60,10832,7,5,1994,1996,0.0,0,0,712,5.374199042038481,809,0,0,0,2,1,3,1,7,1,2,143,46,0,0,0,500,10,2008,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,194500
60,8400,6,6,1980,1981,130.0,0,0,650,5.25726524228,676,0,0,0,2,1,3,1,7,1,2,0,50,0,0,204,0,4,2010,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,171000
20,8197,6,5,1977,1977,148.0,0,0,660,5.470532318554959,0,0,0,0,1,1,3,1,7,1,2,138,0,0,0,0,0,4,2007,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,143500
20,7677,5,5,1953,1953,0.0,570,0,773,5.175606974514285,0,0,0,0,1,0,2,1,4,0,1,0,0,0,0,0,0,4,2008,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,110000
60,13518,9,5,2008,2009,860.0,0,0,1926,5.7083783350423225,1174,0,0,0,3,1,4,1,11,2,3,144,78,0,0,0,0,7,2009,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,485000
50,7200,5,7,1937,1950,252.0,569,0,731,5.315358916130306,787,0,1,0,1,1,3,1,7,2,1,0,0,264,0,0,0,6,2007,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,175000
60,12798,6,5,1997,1997,0.0,462,0,616,5.039995014474947,1072,0,1,0,2,1,4,1,8,0,2,403,114,185,0,0,400,5,2008,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,200000
30,4800,4,7,1916,1990,0.0,197,0,1196,5.429594250006331,0,0,1,0,1,0,2,1,5,0,2,0,0,0,0,0,0,7,2007,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,109900
